season,daytype,monthly_income,water_access,wall_material,floor_area
winter,weekday,13409.090909090908,tap inside house,Plaster,54.0
summer,weekday,11363.636363636364,tap inside house,Brick,84.0
summer,Friday,0.0,tap inside house,Plaster,60.0
summer,Saturday,0.0,tap inside house,Plaster,60.0
summer,Sunday,0.0,tap inside house,Plaster,60.0
summer,weekday,0.0,tap inside house,Plaster,60.0
summer,weekday,17045.454545454544,tap inside house,Brick,56.0
winter,weekday,3068.181818181818,tap inside house,Brick,80.0
summer,weekday,5454.545454545455,tap inside house,Brick,173.0
summer,weekday,4545.454545454545,tap inside house,Brick,54.0
summer,Saturday,1704.5454545454545,tap inside house,Plaster,133.0
summer,weekday,1704.5454545454545,tap inside house,Plaster,133.0
winter,Friday,1704.5454545454545,tap inside house,Plaster,133.0
summer,Friday,2840.909090909091,tap in yard,Blocks,26.0
summer,Saturday,2840.909090909091,tap in yard,Blocks,26.0
summer,weekday,2840.909090909091,tap in yard,Blocks,26.0
winter,weekday,2840.909090909091,tap in yard,Blocks,26.0
summer,Saturday,5681.818181818182,tap in yard,Plaster,195.0
summer,weekday,5681.818181818182,tap in yard,Plaster,195.0
winter,Saturday,5681.818181818182,tap in yard,Plaster,195.0
summer,Sunday,0.0,block/street taps,Plaster,77.0
summer,weekday,0.0,block/street taps,Plaster,77.0
winter,weekday,1534.090909090909,tap inside house,Plaster,113.0
summer,weekday,1704.5454545454545,tap in yard,Plaster,45.0
summer,Friday,4375.0,tap in yard,Plaster,102.0
summer,weekday,4375.0,tap in yard,Plaster,102.0
winter,weekday,1704.5454545454545,tap in yard,Daub/Mud/Clay,94.0
summer,weekday,1534.090909090909,tap in yard,Plaster,59.0
summer,Friday,1534.090909090909,tap inside house,Brick,85.0
summer,Saturday,1534.090909090909,tap inside house,Brick,85.0
summer,weekday,1534.090909090909,tap inside house,Brick,85.0
summer,weekday,0.0,tap inside house,Brick,113.0
summer,Friday,3806.818181818182,tap inside house,Plaster,59.0
summer,weekday,3806.818181818182,tap inside house,Plaster,59.0
summer,Friday,3977.2727272727284,tap inside house,Brick,88.0
summer,Saturday,3977.2727272727284,tap inside house,Brick,88.0
summer,Sunday,3977.2727272727284,tap inside house,Brick,88.0
summer,weekday,3977.2727272727284,tap inside house,Brick,88.0
summer,Friday,7784.090909090909,tap inside house,Brick,64.0
summer,Sunday,7784.090909090909,tap inside house,Brick,64.0
summer,weekday,7784.090909090909,tap inside house,Brick,64.0
summer,Friday,2272.7272727272725,tap inside house,Plaster,59.0
summer,Saturday,2272.7272727272725,tap inside house,Plaster,59.0
summer,Sunday,2272.7272727272725,tap inside house,Plaster,59.0
summer,weekday,2272.7272727272725,tap inside house,Plaster,59.0
winter,Friday,2272.7272727272725,tap inside house,Plaster,59.0
winter,Saturday,2272.7272727272725,tap inside house,Plaster,59.0
winter,weekday,2272.7272727272725,tap inside house,Plaster,59.0
summer,Friday,25568.181818181816,tap inside house,Plaster,59.0
summer,weekday,25568.181818181816,tap inside house,Plaster,59.0
summer,weekday,1534.090909090909,tap inside house,Plaster,59.0
summer,weekday,0.0,tap in yard,Plaster,109.0
summer,Friday,9090.90909090909,tap inside house,Plaster,119.0
summer,Saturday,9090.90909090909,tap inside house,Plaster,119.0
summer,Sunday,9090.90909090909,tap inside house,Plaster,119.0
summer,weekday,9090.90909090909,tap inside house,Plaster,119.0
winter,Friday,9090.90909090909,tap inside house,Plaster,119.0
winter,Saturday,9090.90909090909,tap inside house,Plaster,119.0
summer,Friday,11363.636363636364,tap inside house,Plaster,68.0
summer,Saturday,11363.636363636364,tap inside house,Plaster,68.0
summer,weekday,11363.636363636364,tap inside house,Plaster,68.0
summer,Sunday,1534.090909090909,tap inside house,Plaster,59.0
summer,weekday,1534.090909090909,tap inside house,Plaster,59.0
summer,Friday,568.1818181818181,tap in yard,Plaster,59.0
summer,Saturday,568.1818181818181,tap in yard,Plaster,59.0
summer,weekday,568.1818181818181,tap in yard,Plaster,59.0
winter,weekday,568.1818181818181,tap in yard,Plaster,59.0
summer,Friday,3068.181818181818,tap inside house,Plaster,59.0
summer,Saturday,3068.181818181818,tap inside house,Plaster,59.0
summer,weekday,3068.181818181818,tap inside house,Plaster,59.0
winter,weekday,3068.181818181818,tap inside house,Plaster,59.0
summer,Friday,3238.6363636363635,tap inside house,Brick,59.0
summer,Saturday,3238.6363636363635,tap inside house,Brick,59.0
summer,Sunday,3238.6363636363635,tap inside house,Brick,59.0
summer,weekday,3238.6363636363635,tap inside house,Brick,59.0
summer,Friday,0.0,tap inside house,Plaster,59.0
summer,Saturday,0.0,tap inside house,Plaster,59.0
summer,Sunday,0.0,tap inside house,Plaster,59.0
summer,weekday,0.0,tap inside house,Plaster,59.0
winter,Friday,0.0,tap inside house,Plaster,59.0
winter,Saturday,0.0,tap inside house,Plaster,59.0
winter,Sunday,0.0,tap inside house,Plaster,59.0
winter,weekday,0.0,tap inside house,Plaster,59.0
summer,Friday,568.1818181818181,tap inside house,Brick,59.0
summer,weekday,568.1818181818181,tap inside house,Brick,59.0
summer,Saturday,1534.090909090909,tap inside house,Plaster,47.0
summer,Friday,5681.818181818182,tap inside house,Plaster,55.0
summer,weekday,5681.818181818182,tap inside house,Plaster,55.0
winter,weekday,5681.818181818182,tap inside house,Plaster,55.0
summer,Friday,3806.818181818182,tap inside house,Plaster,94.0
summer,Saturday,3806.818181818182,tap inside house,Plaster,94.0
summer,Sunday,3806.818181818182,tap inside house,Plaster,94.0
summer,weekday,3806.818181818182,tap inside house,Plaster,94.0
summer,Friday,6477.272727272727,tap inside house,Plaster,58.0
summer,Saturday,6477.272727272727,tap inside house,Plaster,58.0
summer,weekday,6477.272727272727,tap inside house,Plaster,58.0
summer,Saturday,11420.454545454546,tap inside house,Plaster,57.0
summer,weekday,11420.454545454546,tap inside house,Plaster,57.0
summer,Friday,0.0,tap in yard,Plaster,59.0
summer,Saturday,0.0,tap in yard,Plaster,59.0
summer,Sunday,0.0,tap in yard,Plaster,59.0
summer,weekday,0.0,tap in yard,Plaster,59.0
summer,Saturday,568.1818181818181,tap inside house,Plaster,132.0
summer,weekday,568.1818181818181,tap inside house,Plaster,132.0
summer,Friday,6477.272727272727,tap inside house,Brick,58.0
summer,Saturday,6477.272727272727,tap inside house,Brick,58.0
summer,Sunday,6477.272727272727,tap inside house,Brick,58.0
summer,weekday,6477.272727272727,tap inside house,Brick,58.0
