season,daytype,k_count,Municipality,monthly_income,water_access,roof_material,wall_material,cb_size,floor_area,years_electrified,fridge_freezer,geyser,heater,hotplate,iron,kettle,microwave,3_plate,4_plate,tv,washing_machine,fridge_freezer_use,geyser_use,heater_use,hotplate_use,iron_use,kettle_use,microwave_use,3_plate_use,4_plate_use,washing_machine_use,k
winter,Sunday,3,Rustenburg,0.0,tap inside house,Tiles,Brick,20.0,150.0,20.0,0,0,0,0,1,1,0,0,1,0,0,never,never,never,never,weekly,daily,never,never,daily,never,1
winter,Sunday,2,Rustenburg,1534.090909090909,tap inside house,Tiles,Plaster,20.0,186.0,15.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,2,Rustenburg,7102.272727272727,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,65.0,10.0,1,1,1,0,1,1,1,0,1,1,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,2,Rustenburg,7102.272727272727,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,65.0,10.0,1,1,1,0,1,1,1,0,1,1,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,2,Rustenburg,1534.090909090909,tap inside house,Tiles,Plaster,20.0,207.0,18.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Friday,2,Rustenburg,18181.81818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,164.0,10.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
summer,Saturday,2,Rustenburg,18181.81818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,164.0,10.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
summer,weekday,8,Rustenburg,18181.81818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,164.0,10.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
winter,Friday,5,Rustenburg,18181.81818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,164.0,10.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
winter,Saturday,3,Rustenburg,18181.81818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,164.0,10.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
winter,Sunday,3,Rustenburg,18181.81818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,164.0,10.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
winter,weekday,10,Rustenburg,18181.81818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,164.0,10.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
summer,weekday,2,Rustenburg,0.0,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,167.0,15.0,1,0,0,0,1,1,0,0,1,1,0,never,never,never,never,weekly,daily,never,never,daily,never,1
summer,Friday,2,Rustenburg,25795.454545454544,tap inside house,Tiles,Brick,20.0,282.0,15.0,1,1,1,0,1,1,1,0,1,1,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Saturday,2,Rustenburg,25795.454545454544,tap inside house,Tiles,Brick,20.0,282.0,15.0,1,1,1,0,1,1,1,0,1,1,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,6,Rustenburg,25795.454545454544,tap inside house,Tiles,Brick,20.0,282.0,15.0,1,1,1,0,1,1,1,0,1,1,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,4,Rustenburg,25795.454545454544,tap inside house,Tiles,Brick,20.0,282.0,15.0,1,1,1,0,1,1,1,0,1,1,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Friday,2,Rustenburg,9090.90909090909,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,18.0,6.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,Saturday,2,Rustenburg,9090.90909090909,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,18.0,6.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,weekday,6,Rustenburg,9090.90909090909,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,18.0,6.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,weekday,2,Rustenburg,29545.454545454544,tap inside house,Tiles,Brick,20.0,208.0,15.0,1,0,1,0,1,1,1,0,1,1,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Saturday,2,Rustenburg,22727.272727272728,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,107.0,3.0,1,0,0,1,1,1,1,0,0,0,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
winter,Sunday,2,Rustenburg,22727.272727272728,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,107.0,3.0,1,0,0,1,1,1,1,0,0,0,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
winter,weekday,2,Rustenburg,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,116.0,11.0,1,1,1,0,1,1,1,0,1,1,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,5,Rustenburg,10625.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,135.0,20.0,1,1,0,0,1,1,1,0,1,1,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,3,Rustenburg,10625.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,135.0,20.0,1,1,0,0,1,1,1,0,1,1,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,Rustenburg,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,40.0,20.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
winter,Saturday,2,Rustenburg,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,40.0,20.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
winter,Sunday,2,Rustenburg,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,40.0,20.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
summer,Friday,3,Rustenburg,13636.363636363636,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,162.0,20.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
summer,Saturday,3,Rustenburg,13636.363636363636,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,162.0,20.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
summer,weekday,7,Rustenburg,13636.363636363636,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,162.0,20.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
winter,Friday,2,Rustenburg,13636.363636363636,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,162.0,20.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
winter,weekday,5,Rustenburg,13636.363636363636,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,162.0,20.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
summer,Sunday,6,Rustenburg,8352.272727272728,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,129.0,20.0,1,1,1,0,1,1,1,1,0,1,1,never,daily,daily,never,weekly,daily,daily,daily,never,weekly,1
winter,Sunday,3,Rustenburg,8352.272727272728,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,129.0,20.0,1,1,1,0,1,1,1,1,0,1,1,never,daily,daily,never,weekly,daily,daily,daily,never,weekly,1
summer,Friday,4,Rustenburg,3068.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,28.0,11.0,1,0,0,1,0,1,0,0,0,1,0,never,never,never,daily,never,daily,never,never,never,never,1
summer,Saturday,3,Rustenburg,3068.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,28.0,11.0,1,0,0,1,0,1,0,0,0,1,0,never,never,never,daily,never,daily,never,never,never,never,1
summer,Sunday,2,Rustenburg,3068.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,28.0,11.0,1,0,0,1,0,1,0,0,0,1,0,never,never,never,daily,never,daily,never,never,never,never,1
summer,weekday,6,Rustenburg,3068.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,28.0,11.0,1,0,0,1,0,1,0,0,0,1,0,never,never,never,daily,never,daily,never,never,never,never,1
summer,Saturday,2,Rustenburg,1534.090909090909,tap inside house,Tiles,Plaster,20.0,120.0,15.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
summer,Sunday,8,Rustenburg,1534.090909090909,tap inside house,Tiles,Plaster,20.0,120.0,15.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
summer,weekday,3,Rustenburg,1534.090909090909,tap inside house,Tiles,Plaster,20.0,120.0,15.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
winter,Sunday,3,Rustenburg,1534.090909090909,tap inside house,Tiles,Plaster,20.0,120.0,15.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
summer,Saturday,3,Rustenburg,3409.090909090909,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,72.0,7.0,0,0,0,1,1,1,0,0,0,0,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,weekday,3,Rustenburg,3409.090909090909,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,72.0,7.0,0,0,0,1,1,1,0,0,0,0,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,Saturday,2,Rustenburg,3409.090909090909,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,72.0,7.0,0,0,0,1,1,1,0,0,0,0,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,Sunday,2,Rustenburg,3409.090909090909,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,72.0,7.0,0,0,0,1,1,1,0,0,0,0,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,weekday,2,Rustenburg,3409.090909090909,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,72.0,7.0,0,0,0,1,1,1,0,0,0,0,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,Sunday,2,Rustenburg,56818.181818181816,tap inside house,Tiles,Plaster,20.0,237.0,20.0,1,1,1,0,1,1,1,0,1,0,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,Rustenburg,56818.181818181816,tap inside house,Tiles,Plaster,20.0,237.0,20.0,1,1,1,0,1,1,1,0,1,0,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,2,Rustenburg,3068.181818181818,tap inside house,Tiles,Brick,20.0,45.0,20.0,1,1,0,0,1,1,1,0,1,0,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Saturday,2,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,23.0,4.0,0,0,0,1,1,0,0,0,0,1,0,never,never,never,daily,weekly,never,never,never,never,never,1
summer,Sunday,2,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,23.0,4.0,0,0,0,1,1,0,0,0,0,1,0,never,never,never,daily,weekly,never,never,never,never,never,1
summer,weekday,7,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,23.0,4.0,0,0,0,1,1,0,0,0,0,1,0,never,never,never,daily,weekly,never,never,never,never,never,1
winter,Sunday,2,Rustenburg,5113.636363636364,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,117.0,15.0,1,0,1,0,1,1,1,0,1,1,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,3,Rustenburg,5113.636363636364,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,117.0,15.0,1,0,1,0,1,1,1,0,1,1,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,Rustenburg,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,125.0,11.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
winter,Sunday,2,Rustenburg,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,125.0,11.0,1,1,0,0,1,1,0,0,1,1,1,never,daily,never,never,weekly,daily,never,never,daily,weekly,1
winter,Sunday,2,Mbombela,0.0,tap in yard,IBR/Corr.Iron/Zinc,Brick,20.0,57.0,15.0,0,0,0,1,0,0,0,0,0,1,0,never,never,never,daily,never,never,never,never,never,never,1
winter,weekday,2,Mbombela,0.0,tap in yard,IBR/Corr.Iron/Zinc,Brick,20.0,57.0,15.0,0,0,0,1,0,0,0,0,0,1,0,never,never,never,daily,never,never,never,never,never,never,1
summer,weekday,2,Mbombela,0.0,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,86.0,15.0,1,0,0,1,1,1,1,0,0,1,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
winter,weekday,2,Mbombela,0.0,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,86.0,15.0,1,0,0,1,1,1,1,0,0,1,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
summer,Saturday,2,Mbombela,18181.81818181818,tap inside house,Tiles,Brick,20.0,221.0,12.0,0,0,1,0,1,1,1,0,1,1,1,never,never,weekly,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,2,Mbombela,18181.81818181818,tap inside house,Tiles,Brick,20.0,221.0,12.0,0,0,1,0,1,1,1,0,1,1,1,never,never,weekly,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,3,Mbombela,18181.81818181818,tap inside house,Tiles,Brick,20.0,221.0,12.0,0,0,1,0,1,1,1,0,1,1,1,never,never,weekly,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,2,Mbombela,3409.090909090909,tap inside house,Tiles,Brick,20.0,87.0,12.0,1,0,0,0,1,1,0,0,1,1,1,never,never,never,never,weekly,daily,never,never,daily,weekly,1
summer,Sunday,3,Mbombela,11363.636363636364,tap inside house,Tiles,Brick,20.0,182.0,21.0,1,0,1,0,1,1,1,0,1,0,0,never,never,daily,never,weekly,daily,daily,never,daily,never,1
winter,weekday,2,Mbombela,11363.636363636364,tap inside house,Tiles,Brick,20.0,182.0,21.0,1,0,1,0,1,1,1,0,1,0,0,never,never,daily,never,weekly,daily,daily,never,daily,never,1
summer,Sunday,2,Mbombela,6818.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,206.0,15.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,daily,1
winter,Sunday,2,Mbombela,6818.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,206.0,15.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,daily,1
winter,Sunday,2,Mbombela,2272.7272727272725,tap in yard,Tiles,Brick,20.0,121.0,23.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Saturday,2,Mbombela,3068.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Brick,20.0,133.0,17.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,weekly,never,daily,never,1
summer,weekday,2,Mbombela,3068.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Brick,20.0,133.0,17.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,weekly,never,daily,never,1
winter,Saturday,3,Mbombela,3068.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Brick,20.0,133.0,17.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,weekly,never,daily,never,1
winter,Sunday,2,Mbombela,3068.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Brick,20.0,133.0,17.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,weekly,never,daily,never,1
winter,weekday,5,Mbombela,3068.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Brick,20.0,133.0,17.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,weekly,never,daily,never,1
summer,weekday,5,Mbombela,6818.181818181818,tap inside house,Tiles,Brick,20.0,141.0,8.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
winter,weekday,4,Mbombela,6818.181818181818,tap inside house,Tiles,Brick,20.0,141.0,8.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
summer,weekday,2,Mbombela,10227.272727272728,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,65.0,12.0,1,0,0,1,1,1,1,0,0,1,1,never,never,never,daily,weekly,daily,weekly,never,never,weekly,1
summer,Friday,3,Mbombela,2840.909090909091,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,187.0,10.0,1,0,0,1,1,1,1,0,0,1,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
summer,Saturday,5,Mbombela,2840.909090909091,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,187.0,10.0,1,0,0,1,1,1,1,0,0,1,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
summer,Sunday,5,Mbombela,2840.909090909091,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,187.0,10.0,1,0,0,1,1,1,1,0,0,1,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
summer,weekday,19,Mbombela,2840.909090909091,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,187.0,10.0,1,0,0,1,1,1,1,0,0,1,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
winter,Sunday,2,Mbombela,2840.909090909091,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,187.0,10.0,1,0,0,1,1,1,1,0,0,1,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
winter,weekday,5,Mbombela,2840.909090909091,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,187.0,10.0,1,0,0,1,1,1,1,0,0,1,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
summer,Saturday,2,uMhlathuze,3125.0,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,42.0,20.0,0,0,0,1,1,1,0,0,0,0,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,weekday,2,uMhlathuze,3125.0,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,42.0,20.0,0,0,0,1,1,1,0,0,0,0,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,weekday,6,uMhlathuze,5340.909090909091,tap inside house,Asbestos,Plaster,20.0,118.0,21.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,uMhlathuze,6818.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,66.0,26.0,1,0,0,0,1,1,0,0,1,1,0,never,never,never,never,weekly,daily,never,never,daily,never,1
summer,Friday,3,uMhlathuze,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,157.0,2.0,1,0,0,0,1,0,1,0,1,2,0,never,never,never,never,daily,never,daily,never,daily,never,1
summer,Saturday,2,uMhlathuze,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,157.0,2.0,1,0,0,0,1,0,1,0,1,2,0,never,never,never,never,daily,never,daily,never,daily,never,1
summer,Sunday,3,uMhlathuze,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,157.0,2.0,1,0,0,0,1,0,1,0,1,2,0,never,never,never,never,daily,never,daily,never,daily,never,1
summer,weekday,2,uMhlathuze,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,157.0,2.0,1,0,0,0,1,0,1,0,1,2,0,never,never,never,never,daily,never,daily,never,daily,never,1
winter,weekday,2,uMhlathuze,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,157.0,2.0,1,0,0,0,1,0,1,0,1,2,0,never,never,never,never,daily,never,daily,never,daily,never,1
winter,Saturday,4,uMhlathuze,0.0,tap inside house,Asbestos,Plaster,20.0,71.0,26.0,1,0,0,1,1,1,1,0,0,1,1,never,never,never,daily,weekly,daily,never,never,never,weekly,1
winter,weekday,8,uMhlathuze,0.0,tap inside house,Asbestos,Plaster,20.0,71.0,26.0,1,0,0,1,1,1,1,0,0,1,1,never,never,never,daily,weekly,daily,never,never,never,weekly,1
winter,Saturday,2,Emfuleni,7954.545454545455,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,53.0,8.0,1,0,0,0,1,1,0,0,1,1,1,never,never,never,never,weekly,daily,never,never,daily,weekly,1
summer,Sunday,2,Emfuleni,19318.18181818182,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,53.0,16.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Sunday,2,Emfuleni,19318.18181818182,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,53.0,16.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,2,Emfuleni,19318.18181818182,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,53.0,16.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,3,Emfuleni,1534.090909090909,tap in yard,IBR/Corr.Iron/Zinc,Brick,20.0,54.0,42.0,1,0,0,0,1,0,1,0,1,0,1,never,never,never,never,weekly,never,daily,never,daily,weekly,1
winter,weekday,6,Emfuleni,3068.181818181818,tap inside house,IBR/Corr.Iron/Zinc,Concrete,20.0,46.0,33.0,0,0,0,0,0,1,1,0,1,0,1,never,never,never,never,never,daily,daily,never,daily,weekly,1
summer,Sunday,4,Emfuleni,8352.272727272728,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,78.0,50.0,1,0,0,0,1,1,1,0,1,0,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,Emfuleni,8352.272727272728,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,78.0,50.0,1,0,0,0,1,1,1,0,1,0,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Saturday,2,Emfuleni,11363.636363636364,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,46.0,47.0,1,0,1,0,1,1,1,0,1,1,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,2,Emfuleni,11363.636363636364,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,46.0,47.0,1,0,1,0,1,1,1,0,1,1,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,Emfuleni,11363.636363636364,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,46.0,47.0,1,0,1,0,1,1,1,0,1,1,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,3,Emfuleni,11363.636363636364,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,46.0,47.0,1,0,1,0,1,1,1,0,1,1,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,4,Emfuleni,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,118.0,13.0,1,1,1,0,1,1,1,0,1,0,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,Emfuleni,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,118.0,13.0,1,1,1,0,1,1,1,0,1,0,1,never,daily,daily,never,weekly,daily,daily,never,daily,weekly,1
winter,Sunday,2,Emfuleni,1534.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,47.0,43.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,Emfuleni,2840.909090909091,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,46.0,2.0,1,0,0,1,1,0,1,0,0,1,0,never,never,never,daily,weekly,never,daily,never,never,never,1
summer,Saturday,2,Emfuleni,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,44.0,40.0,1,0,1,1,1,1,0,0,0,1,1,never,never,daily,daily,weekly,daily,never,never,never,weekly,1
summer,weekday,3,Emfuleni,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,44.0,40.0,1,0,1,1,1,1,0,0,0,1,1,never,never,daily,daily,weekly,daily,never,never,never,weekly,1
winter,Sunday,3,Emfuleni,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,44.0,40.0,1,0,1,1,1,1,0,0,0,1,1,never,never,daily,daily,weekly,daily,never,never,never,weekly,1
winter,weekday,5,Emfuleni,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,44.0,40.0,1,0,1,1,1,1,0,0,0,1,1,never,never,daily,daily,weekly,daily,never,never,never,weekly,1
summer,Sunday,6,Emfuleni,3409.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,71.0,35.0,1,0,1,0,1,1,1,0,1,1,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
winter,Sunday,3,Emfuleni,3409.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,71.0,35.0,1,0,1,0,1,1,1,0,1,1,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Saturday,2,Emfuleni,35625.0,tap inside house,Tiles,Plaster,20.0,106.0,40.0,1,0,1,0,1,1,1,0,1,0,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,2,Emfuleni,35625.0,tap inside house,Tiles,Plaster,20.0,106.0,40.0,1,0,1,0,1,1,1,0,1,0,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,Emfuleni,35625.0,tap inside house,Tiles,Plaster,20.0,106.0,40.0,1,0,1,0,1,1,1,0,1,0,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
winter,Saturday,2,Emfuleni,35625.0,tap inside house,Tiles,Plaster,20.0,106.0,40.0,1,0,1,0,1,1,1,0,1,0,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,2,Emfuleni,35625.0,tap inside house,Tiles,Plaster,20.0,106.0,40.0,1,0,1,0,1,1,1,0,1,0,1,never,never,daily,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,2,Emfuleni,51136.36363636363,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,44.0,23.0,1,1,0,1,1,1,1,0,0,1,1,never,daily,never,daily,weekly,daily,daily,never,never,weekly,1
