season,daytype,k_count,Municipality,monthly_income,water_access,roof_material,wall_material,cb_size,floor_area,years_electrified,fridge_freezer,geyser,heater,hotplate,iron,kettle,microwave,3_plate,4_plate,tv,washing_machine,fridge_freezer_use,geyser_use,heater_use,hotplate_use,iron_use,kettle_use,microwave_use,3_plate_use,4_plate_use,washing_machine_use,k
summer,Saturday,2,Mnquma,18181.81818181818,tap inside house,Asbestos,Plaster,20.0,53.0,5.0,1,0,0,0,1,1,1,0,1,0,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,3,Mnquma,18181.81818181818,tap inside house,Asbestos,Plaster,20.0,53.0,5.0,1,0,0,0,1,1,1,0,1,0,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,5,Mnquma,2840.909090909091,tap inside house,Asbestos,Plaster,20.0,53.0,20.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,weekday,2,Mnquma,22727.272727272728,tap inside house,Tiles,Brick,20.0,146.0,15.0,1,1,0,0,1,1,1,0,1,1,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,3,Mnquma,22727.272727272728,tap inside house,Tiles,Brick,20.0,146.0,15.0,1,1,0,0,1,1,1,0,1,1,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Saturday,2,Mnquma,0.0,tap inside house,Asbestos,Plaster,20.0,53.0,1.0,1,0,0,1,1,0,0,0,0,1,0,never,never,never,daily,weekly,never,never,never,never,never,1
summer,Friday,2,Mnquma,20454.545454545456,tap inside house,Tiles,Plaster,20.0,115.0,20.0,1,1,1,1,1,1,1,0,0,0,1,never,daily,weekly,daily,weekly,daily,daily,never,never,weekly,1
summer,Sunday,4,Mnquma,20454.545454545456,tap inside house,Tiles,Plaster,20.0,115.0,20.0,1,1,1,1,1,1,1,0,0,0,1,never,daily,weekly,daily,weekly,daily,daily,never,never,weekly,1
summer,Saturday,2,Mnquma,54545.454545454544,tap inside house,Asbestos,Plaster,20.0,91.0,20.0,1,0,0,1,1,1,0,0,0,0,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,Sunday,2,Mnquma,54545.454545454544,tap inside house,Asbestos,Plaster,20.0,91.0,20.0,1,0,0,1,1,1,0,0,0,0,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,Friday,2,Mnquma,41306.81818181818,tap inside house,Tiles,Plaster,20.0,133.0,15.0,1,1,1,0,1,1,1,0,1,0,0,never,daily,weekly,never,weekly,daily,daily,never,daily,never,1
winter,Saturday,3,Mnquma,41306.81818181818,tap inside house,Tiles,Plaster,20.0,133.0,15.0,1,1,1,0,1,1,1,0,1,0,0,never,daily,weekly,never,weekly,daily,daily,never,daily,never,1
winter,weekday,4,Mnquma,41306.81818181818,tap inside house,Tiles,Plaster,20.0,133.0,15.0,1,1,1,0,1,1,1,0,1,0,0,never,daily,weekly,never,weekly,daily,daily,never,daily,never,1
summer,Sunday,2,Mnquma,22727.272727272728,tap inside house,Tiles,Plaster,20.0,97.0,2.0,1,0,0,1,1,0,1,0,0,0,1,never,never,never,daily,weekly,never,daily,never,never,weekly,1
winter,Saturday,2,Mnquma,22727.272727272728,tap inside house,Tiles,Plaster,20.0,97.0,2.0,1,0,0,1,1,0,1,0,0,0,1,never,never,never,daily,weekly,never,daily,never,never,weekly,1
winter,Sunday,2,Mnquma,22727.272727272728,tap inside house,Tiles,Plaster,20.0,97.0,2.0,1,0,0,1,1,0,1,0,0,0,1,never,never,never,daily,weekly,never,daily,never,never,weekly,1
winter,weekday,2,Mnquma,22727.272727272728,tap inside house,Tiles,Plaster,20.0,97.0,2.0,1,0,0,1,1,0,1,0,0,0,1,never,never,never,daily,weekly,never,daily,never,never,weekly,1
winter,Sunday,2,Mantsopa,0.0,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,44.0,20.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
summer,Sunday,2,Mantsopa,1363.6363636363635,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,130.0,26.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Saturday,2,Mantsopa,1363.6363636363635,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,130.0,26.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Sunday,7,Mantsopa,1363.6363636363635,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,130.0,26.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,4,Mantsopa,4545.454545454545,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,30.0,23.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
winter,Sunday,3,Mantsopa,4545.454545454545,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,30.0,23.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
summer,Friday,2,Mantsopa,0.0,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,50.0,20.0,1,0,1,0,1,1,1,0,1,1,0,never,never,daily,never,weekly,daily,daily,never,daily,never,1
summer,Sunday,5,Mantsopa,0.0,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,50.0,20.0,1,0,1,0,1,1,1,0,1,1,0,never,never,daily,never,weekly,daily,daily,never,daily,never,1
winter,Sunday,5,Mantsopa,0.0,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,50.0,20.0,1,0,1,0,1,1,1,0,1,1,0,never,never,daily,never,weekly,daily,daily,never,daily,never,1
winter,weekday,2,Mantsopa,0.0,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,50.0,20.0,1,0,1,0,1,1,1,0,1,1,0,never,never,daily,never,weekly,daily,daily,never,daily,never,1
summer,Sunday,3,Mantsopa,0.0,tap in yard,IBR/Corr.Iron/Zinc,Brick,20.0,48.0,24.0,1,0,0,0,1,1,1,0,1,1,0,never,never,never,never,weekly,daily,daily,never,daily,never,1
winter,Friday,2,Mantsopa,1500.0,tap in yard,IBR/Corr.Iron/Zinc,IBR/Corr.Iron/Zinc,20.0,14.0,22.0,0,0,0,1,0,0,0,0,0,0,0,never,never,never,daily,never,never,never,never,never,never,1
winter,Saturday,3,Mantsopa,1500.0,tap in yard,IBR/Corr.Iron/Zinc,IBR/Corr.Iron/Zinc,20.0,14.0,22.0,0,0,0,1,0,0,0,0,0,0,0,never,never,never,daily,never,never,never,never,never,never,1
winter,weekday,6,Mantsopa,1500.0,tap in yard,IBR/Corr.Iron/Zinc,IBR/Corr.Iron/Zinc,20.0,14.0,22.0,0,0,0,1,0,0,0,0,0,0,0,never,never,never,daily,never,never,never,never,never,never,1
summer,Sunday,2,Greater Tubatse/Fetakgomo,6818.181818181818,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,62.0,15.0,1,0,0,0,1,1,0,1,0,1,0,never,never,never,never,weekly,daily,never,daily,never,never,1
summer,Sunday,2,Greater Tubatse/Fetakgomo,3068.181818181818,tap in yard,Tiles,Concrete,20.0,234.0,14.0,1,0,0,0,1,1,0,0,1,1,0,never,never,never,never,weekly,daily,never,never,daily,never,1
summer,Sunday,2,Greater Tubatse/Fetakgomo,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,87.0,5.0,0,0,0,0,1,0,0,0,1,1,0,never,never,never,never,weekly,never,never,never,daily,never,1
winter,Saturday,2,Greater Tubatse/Fetakgomo,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,87.0,5.0,0,0,0,0,1,0,0,0,1,1,0,never,never,never,never,weekly,never,never,never,daily,never,1
winter,weekday,2,Greater Tubatse/Fetakgomo,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,87.0,5.0,0,0,0,0,1,0,0,0,1,1,0,never,never,never,never,weekly,never,never,never,daily,never,1
summer,Sunday,4,Greater Tubatse/Fetakgomo,8181.818181818182,tap inside house,Tiles,Brick,20.0,90.0,15.0,1,1,0,0,1,1,1,0,1,1,0,never,daily,never,never,weekly,daily,daily,never,daily,never,1
summer,weekday,2,Greater Tubatse/Fetakgomo,8181.818181818182,tap inside house,Tiles,Brick,20.0,90.0,15.0,1,1,0,0,1,1,1,0,1,1,0,never,daily,never,never,weekly,daily,daily,never,daily,never,1
winter,Saturday,2,Greater Tubatse/Fetakgomo,8181.818181818182,tap inside house,Tiles,Brick,20.0,90.0,15.0,1,1,0,0,1,1,1,0,1,1,0,never,daily,never,never,weekly,daily,daily,never,daily,never,1
winter,weekday,6,Greater Tubatse/Fetakgomo,0.0,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,113.0,7.0,1,0,0,0,1,0,1,0,1,1,0,never,never,never,never,weekly,never,daily,never,daily,never,1
winter,Sunday,2,Kouga,4545.454545454545,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,72.0,14.0,1,0,0,0,1,1,1,0,1,0,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,4,Kouga,6818.181818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,125.0,18.0,1,0,0,0,1,1,0,0,1,0,1,never,never,never,never,weekly,daily,never,never,daily,weekly,1
winter,Sunday,4,Kouga,6818.181818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,125.0,18.0,1,0,0,0,1,1,0,0,1,0,1,never,never,never,never,weekly,daily,never,never,daily,weekly,1
winter,Saturday,4,Kouga,11363.636363636364,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,171.0,2.0,1,1,0,0,1,1,1,0,1,0,0,never,daily,never,never,weekly,daily,daily,never,daily,never,1
winter,Sunday,3,Kouga,11363.636363636364,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,171.0,2.0,1,1,0,0,1,1,1,0,1,0,0,never,daily,never,never,weekly,daily,daily,never,daily,never,1
winter,weekday,6,Kouga,11363.636363636364,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,171.0,2.0,1,1,0,0,1,1,1,0,1,0,0,never,daily,never,never,weekly,daily,daily,never,daily,never,1
summer,Sunday,3,Kouga,2159.090909090909,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,53.0,18.0,1,0,0,0,1,1,0,0,1,1,1,never,never,never,never,weekly,daily,never,never,daily,weekly,1
summer,Saturday,4,Kouga,1534.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,185.0,18.0,1,0,0,0,1,1,1,0,1,0,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,3,Kouga,1534.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,185.0,18.0,1,0,0,0,1,1,1,0,1,0,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Saturday,4,Kouga,1534.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,185.0,18.0,1,0,0,0,1,1,1,0,1,0,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Sunday,4,Kouga,1534.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Brick,20.0,185.0,18.0,1,0,0,0,1,1,1,0,1,0,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,2,Kouga,14772.727272727272,tap inside house,IBR/Corr.Iron/Zinc,Blocks,20.0,39.0,1.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Sunday,3,Kouga,1534.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,30.0,17.0,0,0,0,0,0,0,0,0,1,1,0,never,never,never,never,never,never,never,never,daily,never,1
summer,weekday,4,Kouga,1534.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,30.0,17.0,0,0,0,0,0,0,0,0,1,1,0,never,never,never,never,never,never,never,never,daily,never,1
winter,Saturday,3,Kouga,1534.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,30.0,17.0,0,0,0,0,0,0,0,0,1,1,0,never,never,never,never,never,never,never,never,daily,never,1
winter,weekday,9,Kouga,1534.090909090909,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,30.0,17.0,0,0,0,0,0,0,0,0,1,1,0,never,never,never,never,never,never,never,never,daily,never,1
summer,Sunday,2,Kouga,2159.090909090909,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,72.0,4.0,1,0,0,0,1,1,0,0,1,0,1,never,never,never,never,weekly,daily,never,never,daily,weekly,1
winter,Sunday,3,Kouga,2159.090909090909,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,72.0,4.0,1,0,0,0,1,1,0,0,1,0,1,never,never,never,never,weekly,daily,never,never,daily,weekly,1
summer,Sunday,3,Kouga,15909.090909090908,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,42.0,18.0,1,0,0,0,1,1,1,1,0,0,1,never,never,never,never,weekly,daily,daily,daily,never,weekly,1
winter,Sunday,2,Kouga,15909.090909090908,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,42.0,18.0,1,0,0,0,1,1,1,1,0,0,1,never,never,never,never,weekly,daily,daily,daily,never,weekly,1
summer,Sunday,2,Kouga,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,88.0,18.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,never,1
winter,Sunday,3,Kouga,0.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,88.0,18.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,never,1
summer,Saturday,2,Kouga,5340.909090909091,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,130.0,18.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Sunday,2,Kouga,3806.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,41.0,15.0,1,0,0,0,1,1,0,0,1,1,1,never,never,never,never,weekly,daily,never,never,daily,weekly,1
summer,Sunday,2,Kouga,3806.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,30.0,4.0,1,0,0,0,1,1,1,1,0,1,1,never,never,never,never,weekly,daily,daily,daily,never,weekly,1
summer,Sunday,4,Kouga,2272.7272727272725,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,43.0,18.0,1,0,0,0,0,0,1,0,1,1,1,never,never,never,never,never,never,daily,never,daily,weekly,1
summer,Sunday,4,Kouga,4375.0,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,38.0,3.0,1,0,0,0,1,1,0,0,1,1,0,never,never,never,never,weekly,daily,never,never,daily,never,1
winter,Sunday,4,Kouga,4375.0,tap in yard,IBR/Corr.Iron/Zinc,Blocks,20.0,38.0,3.0,1,0,0,0,1,1,0,0,1,1,0,never,never,never,never,weekly,daily,never,never,daily,never,1
summer,Sunday,8,Kouga,3068.181818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,96.0,20.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Sunday,7,Kouga,3068.181818181818,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,96.0,20.0,1,0,0,0,1,1,1,0,1,1,1,never,never,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Sunday,3,Kouga,8352.272727272728,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,42.0,10.0,1,0,0,1,1,1,1,0,0,1,1,never,never,never,daily,weekly,daily,daily,never,never,weekly,1
summer,weekday,2,Kouga,0.0,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,44.0,15.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,Sunday,5,Rustenburg,10625.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,76.0,18.0,1,0,1,0,1,1,1,3,0,0,1,never,never,daily,never,weekly,daily,daily,daily,never,weekly,1
winter,Friday,2,Rustenburg,10625.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,76.0,18.0,1,0,1,0,1,1,1,3,0,0,1,never,never,daily,never,weekly,daily,daily,daily,never,weekly,1
winter,Sunday,4,Rustenburg,10625.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,76.0,18.0,1,0,1,0,1,1,1,3,0,0,1,never,never,daily,never,weekly,daily,daily,daily,never,weekly,1
winter,weekday,2,Rustenburg,10625.0,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,76.0,18.0,1,0,1,0,1,1,1,3,0,0,1,never,never,daily,never,weekly,daily,daily,daily,never,weekly,1
summer,Friday,2,Rustenburg,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Concrete,20.0,17.0,1.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,Saturday,3,Rustenburg,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Concrete,20.0,17.0,1.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,Sunday,4,Rustenburg,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Concrete,20.0,17.0,1.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,Sunday,3,Rustenburg,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Concrete,20.0,17.0,1.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,weekday,2,Rustenburg,7954.545454545455,tap in yard,IBR/Corr.Iron/Zinc,Concrete,20.0,17.0,1.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,Sunday,2,Rustenburg,18579.545454545456,tap inside house,Tiles,Brick,20.0,290.0,20.0,1,1,0,0,1,1,1,0,1,0,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
summer,weekday,2,Rustenburg,18579.545454545456,tap inside house,Tiles,Brick,20.0,290.0,20.0,1,1,0,0,1,1,1,0,1,0,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Saturday,2,Rustenburg,18579.545454545456,tap inside house,Tiles,Brick,20.0,290.0,20.0,1,1,0,0,1,1,1,0,1,0,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
winter,Sunday,3,Rustenburg,18579.545454545456,tap inside house,Tiles,Brick,20.0,290.0,20.0,1,1,0,0,1,1,1,0,1,0,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
winter,weekday,9,Rustenburg,18579.545454545456,tap inside house,Tiles,Brick,20.0,290.0,20.0,1,1,0,0,1,1,1,0,1,0,1,never,daily,never,never,weekly,daily,daily,never,daily,weekly,1
summer,Saturday,3,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,81.0,18.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,Sunday,2,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,81.0,18.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
summer,weekday,11,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,81.0,18.0,1,0,0,1,1,1,0,0,0,1,0,never,never,never,daily,weekly,daily,never,never,never,never,1
winter,Sunday,2,Rustenburg,13636.363636363636,tap inside house,IBR/Corr.Iron/Zinc,Plaster,20.0,89.0,5.0,1,1,0,0,1,1,1,0,1,1,0,never,daily,never,never,daily,daily,daily,never,daily,never,1
winter,weekday,4,Rustenburg,17045.454545454544,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,25.0,4.0,1,0,0,1,1,1,1,0,0,1,0,never,never,never,daily,weekly,daily,daily,never,never,never,1
summer,Sunday,2,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,35.0,18.0,1,0,0,1,0,0,0,0,0,1,1,never,never,never,daily,never,never,never,never,never,weekly,1
summer,weekday,2,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,35.0,18.0,1,0,0,1,0,0,0,0,0,1,1,never,never,never,daily,never,never,never,never,never,weekly,1
winter,Friday,4,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,35.0,18.0,1,0,0,1,0,0,0,0,0,1,1,never,never,never,daily,never,never,never,never,never,weekly,1
winter,Sunday,3,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,35.0,18.0,1,0,0,1,0,0,0,0,0,1,1,never,never,never,daily,never,never,never,never,never,weekly,1
winter,weekday,4,Rustenburg,5681.818181818182,tap in yard,IBR/Corr.Iron/Zinc,Plaster,20.0,35.0,18.0,1,0,0,1,0,0,0,0,0,1,1,never,never,never,daily,never,never,never,never,never,weekly,1
summer,Sunday,2,Rustenburg,0.0,tap inside house,Tiles,Brick,20.0,150.0,20.0,0,0,0,0,1,1,0,0,1,0,0,never,never,never,never,weekly,daily,never,never,daily,never,1
winter,Saturday,2,Rustenburg,0.0,tap inside house,Tiles,Brick,20.0,150.0,20.0,0,0,0,0,1,1,0,0,1,0,0,never,never,never,never,weekly,daily,never,never,daily,never,1
