season,daytype,monthly_income,water_access,wall_material,floor_area
winter,Saturday,5454.545454545455,tap inside house,Brick,173.0
winter,Sunday,5454.545454545455,tap inside house,Brick,173.0
summer,Sunday,4545.454545454545,tap inside house,Brick,54.0
winter,Sunday,4545.454545454545,tap inside house,Brick,54.0
summer,weekday,2272.7272727272725,tap in yard,Blocks,122.0
summer,weekday,1534.090909090909,tap in yard,Plaster,140.0
winter,Sunday,2670.454545454545,tap in yard,Plaster,77.0
winter,weekday,1534.090909090909,tap in yard,Plaster,175.0
summer,weekday,1534.090909090909,tap inside house,Daub/Mud/Clay,118.0
summer,weekday,3068.181818181818,tap in yard,Plaster,96.0
summer,Sunday,3068.181818181818,tap in yard,Plaster,146.0
summer,Sunday,1534.090909090909,tap in yard,Plaster,91.0
summer,Friday,4431.818181818182,tap inside house,Plaster,192.0
summer,weekday,4431.818181818182,tap inside house,Plaster,192.0
winter,Friday,4431.818181818182,tap inside house,Plaster,192.0
winter,weekday,4431.818181818182,tap inside house,Plaster,192.0
summer,Sunday,4375.0,tap in yard,Plaster,102.0
summer,Sunday,1704.5454545454545,tap in yard,IBR/Corr.Iron/Zinc,60.0
winter,Sunday,1704.5454545454545,tap in yard,IBR/Corr.Iron/Zinc,60.0
winter,weekday,1704.5454545454545,tap in yard,IBR/Corr.Iron/Zinc,60.0
winter,weekday,1704.5454545454545,tap in yard,Daub/Mud/Clay,94.0
summer,Sunday,0.0,tap in yard,Plaster,258.0
winter,Sunday,0.0,tap in yard,Plaster,258.0
winter,weekday,3068.181818181818,tap in yard,Blocks,28.0
winter,weekday,1534.090909090909,tap inside house,Plaster,59.0
summer,Friday,0.0,tap inside house,Plaster,180.0
summer,Saturday,0.0,tap inside house,Plaster,180.0
summer,weekday,0.0,tap inside house,Plaster,180.0
winter,weekday,0.0,tap inside house,Plaster,180.0
summer,Sunday,0.0,tap inside house,Concrete,58.0
winter,Saturday,0.0,tap inside house,Concrete,58.0
summer,Sunday,1534.090909090909,tap inside house,Brick,85.0
winter,weekday,1534.090909090909,tap inside house,Brick,85.0
winter,weekday,1534.090909090909,tap inside house,Plaster,59.0
winter,Saturday,3977.2727272727284,tap inside house,Brick,88.0
winter,weekday,3977.2727272727284,tap inside house,Brick,88.0
